Timesteps,Epsilon,BufferSize,TotalActions,IntervalActions,TotalActionEntropy,IntervalActionEntropy,TargetEntropy,QBackupMode,QClipValue,TargetUpdateInterval,EntropyPenaltyCoef,MeanQ,MeanTargetQ,MeanQGap,ActorEntropy,Alpha,LogAlpha,ActorLoss,Q1Loss,Q2Loss,AlphaLoss,EntropyPenalty,PolicyMeanProbs,BatchGreedyActions
550000,0.0,100000,"{""0"": 87725, ""1"": 104371, ""2"": 74601, ""3"": 92262, ""4"": 86735, ""5"": 104306}","{""0"": 8497, ""1"": 9821, ""2"": 6734, ""3"": 8899, ""4"": 6974, ""5"": 9075}",1.78522,1.782564,1.594666,min,,8000,0.0,2.8607211112976074,2.8732872009277344,0.06234453245997429,1.5568606853485107,0.03411569073796272,-3.377997875213623,-2.929504156112671,0.009647367522120476,0.006916781421750784,-0.0012897298438474536,0.0,"[0.16061154007911682, 0.1729506403207779, 0.13427957892417908, 0.21082255244255066, 0.15059532225131989, 0.17074036598205566]","{""0"": 9, ""1"": 10, ""2"": 5, ""3"": 20, ""4"": 10, ""5"": 10}"
600000,0.0,100000,"{""0"": 96441, ""1"": 113673, ""2"": 81520, ""3"": 101174, ""4"": 94009, ""5"": 113183}","{""0"": 8716, ""1"": 9302, ""2"": 6919, ""3"": 8912, ""4"": 7274, ""5"": 8877}",1.785417,1.785805,1.594666,min,,8000,0.0,2.8801932334899902,2.9196507930755615,0.05581452697515488,1.6235802173614502,0.034854255616664886,-3.3565800189971924,-2.9492321014404297,0.012571822851896286,0.012111898511648178,0.0010077189654111862,0.0,"[0.16279827058315277, 0.16005049645900726, 0.1360270231962204, 0.17813798785209656, 0.1589207947254181, 0.20406542718410492]","{""0"": 5, ""1"": 3, ""2"": 7, ""3"": 22, ""4"": 10, ""5"": 17}"
650000,0.0,100000,"{""0"": 105175, ""1"": 123198, ""2"": 88470, ""3"": 110043, ""4"": 100874, ""5"": 122240}","{""0"": 8734, ""1"": 9525, ""2"": 6950, ""3"": 8869, ""4"": 6865, ""5"": 9057}",1.785453,1.783804,1.594666,min,,8000,0.0,2.7924208641052246,2.871145486831665,0.06575879454612732,1.60287606716156,0.039503928273916245,-3.2313551902770996,-2.878253936767578,0.014070101082324982,0.0165741965174675,0.00032439036294817924,0.0,"[0.16814206540584564, 0.1725391298532486, 0.13307315111160278, 0.164403036236763, 0.17306867241859436, 0.1887739598751068]","{""0"": 9, ""1"": 4, ""2"": 5, ""3"": 16, ""4"": 12, ""5"": 18}"
700000,0.0,100000,"{""0"": 113518, ""1"": 132624, ""2"": 95301, ""3"": 119244, ""4"": 107755, ""5"": 131558}","{""0"": 8343, ""1"": 9426, ""2"": 6831, ""3"": 9201, ""4"": 6881, ""5"": 9318}",1.78538,1.782812,1.594666,min,,8000,0.0,3.1366498470306396,3.153635025024414,0.06182359904050827,1.6016249656677246,0.03928665071725845,-3.236870527267456,-3.2171897888183594,0.014976120553910732,0.013242140412330627,0.00027339946245774627,0.0,"[0.15067848563194275, 0.20658418536186218, 0.16665205359458923, 0.1611308455467224, 0.16281500458717346, 0.15213942527770996]","{""0"": 6, ""1"": 10, ""2"": 9, ""3"": 12, ""4"": 7, ""5"": 20}"
750000,0.0,100000,"{""0"": 122250, ""1"": 141926, ""2"": 102112, ""3"": 128192, ""4"": 114714, ""5"": 140806}","{""0"": 8732, ""1"": 9302, ""2"": 6811, ""3"": 8948, ""4"": 6959, ""5"": 9248}",1.78536,1.783705,1.594666,min,,8000,0.0,3.1434292793273926,3.192502021789551,0.058263108134269714,1.647857904434204,0.038334209471940994,-3.2614126205444336,-3.220115900039673,0.01410217210650444,0.013472084887325764,0.002039202954620123,0.0,"[0.17463664710521698, 0.1755819171667099, 0.13373936712741852, 0.1973119080066681, 0.1283845454454422, 0.1903456449508667]","{""0"": 5, ""1"": 10, ""2"": 6, ""3"": 28, ""4"": 2, ""5"": 13}"
800000,0.0,100000,"{""0"": 131049, ""1"": 151252, ""2"": 109128, ""3"": 136745, ""4"": 121745, ""5"": 150081}","{""0"": 8799, ""1"": 9326, ""2"": 7016, ""3"": 8553, ""4"": 7031, ""5"": 9275}",1.785398,1.78493,1.594666,min,,8000,0.0,3.6075077056884766,3.6577720642089844,0.06473974138498306,1.5721039772033691,0.04081602022051811,-3.1986806392669678,-3.693547248840332,0.008174787275493145,0.010524272918701172,-0.0009209184208884835,0.0,"[0.1649882197380066, 0.19555646181106567, 0.13314516842365265, 0.16561660170555115, 0.15605095028877258, 0.18464261293411255]","{""0"": 5, ""1"": 14, ""2"": 5, ""3"": 13, ""4"": 9, ""5"": 18}"
850000,0.0,100000,"{""0"": 139689, ""1"": 160560, ""2"": 116169, ""3"": 145239, ""4"": 129074, ""5"": 159269}","{""0"": 8640, ""1"": 9308, ""2"": 7041, ""3"": 8494, ""4"": 7329, ""5"": 9188}",1.785477,1.786292,1.594666,min,,8000,0.0,3.5856285095214844,3.6273703575134277,0.06391838192939758,1.6114370822906494,0.041038576513528824,-3.1932427883148193,-3.673011302947998,0.0072505418211221695,0.00806052703410387,0.0006882409797981381,0.0,"[0.1777508705854416, 0.1534472405910492, 0.13392546772956848, 0.17572934925556183, 0.1558547466993332, 0.20329231023788452]","{""0"": 7, ""1"": 4, ""2"": 6, ""3"": 16, ""4"": 9, ""5"": 22}"
900000,0.0,100000,"{""0"": 148016, ""1"": 169877, ""2"": 123298, ""3"": 154013, ""4"": 136277, ""5"": 168519}","{""0"": 8327, ""1"": 9317, ""2"": 7129, ""3"": 8774, ""4"": 7203, ""5"": 9250}",1.785529,1.786001,1.594666,min,,8000,0.0,3.8779735565185547,3.9282350540161133,0.08079713582992554,1.5830291509628296,0.043240759521722794,-3.1409716606140137,-3.967182159423828,0.01574496366083622,0.01410294696688652,-0.0005031046457588673,0.0,"[0.16197869181632996, 0.14576980471611023, 0.147919699549675, 0.19532811641693115, 0.15479743480682373, 0.19420626759529114]","{""0"": 7, ""1"": 3, ""2"": 5, ""3"": 23, ""4"": 11, ""5"": 15}"
950000,0.0,100000,"{""0"": 156168, ""1"": 179088, ""2"": 130393, ""3"": 162858, ""4"": 143530, ""5"": 177963}","{""0"": 8152, ""1"": 9211, ""2"": 7095, ""3"": 8845, ""4"": 7253, ""5"": 9444}",1.785557,1.785696,1.594666,min,,8000,0.0,3.914210796356201,3.983914375305176,0.07511746138334274,1.528733730316162,0.04198497161269188,-3.170443534851074,-4.012408256530762,0.011510242708027363,0.009998379275202751,-0.0027678348124027252,0.0,"[0.14905910193920135, 0.2346765100955963, 0.11861832439899445, 0.20020514726638794, 0.12642109394073486, 0.17101985216140747]","{""0"": 2, ""1"": 17, ""2"": 6, ""3"": 28, ""4"": 4, ""5"": 7}"
1000000,0.0,100000,"{""0"": 164581, ""1"": 188128, ""2"": 137720, ""3"": 171572, ""4"": 150701, ""5"": 187298}","{""0"": 8413, ""1"": 9040, ""2"": 7327, ""3"": 8714, ""4"": 7171, ""5"": 9335}",1.785658,1.786869,1.594666,min,,8000,0.0,4.026106357574463,4.0791425704956055,0.059738196432590485,1.584023118019104,0.04072194918990135,-3.2009880542755127,-4.114825248718262,0.006018862593919039,0.006491427775472403,-0.00043339200783520937,0.0,"[0.16966617107391357, 0.16765515506267548, 0.15829044580459595, 0.16567382216453552, 0.1680377721786499, 0.17067663371562958]","{""0"": 10, ""1"": 3, ""2"": 10, ""3"": 24, ""4"": 8, ""5"": 9}"
