Timesteps,Epsilon,BufferSize,TotalActions,IntervalActions,TotalActionEntropy,IntervalActionEntropy,TargetEntropy,QBackupMode,QClipValue,TargetUpdateInterval,EntropyPenaltyCoef,MeanQ,MeanTargetQ,MeanQGap,ActorEntropy,Alpha,LogAlpha,ActorLoss,Q1Loss,Q2Loss,AlphaLoss,EntropyPenalty,PolicyMeanProbs,BatchGreedyActions
550000,0.0,100000,"{""0"": 85964, ""1"": 97758, ""2"": 79609, ""3"": 92141, ""4"": 88588, ""5"": 105940}","{""0"": 8378, ""1"": 9507, ""2"": 7110, ""3"": 8426, ""4"": 7707, ""5"": 8872}",1.78754,1.787452,1.594666,min,,8000,0.0,2.9308021068573,2.9860646724700928,0.081157386302948,1.5376832485198975,0.036611996591091156,-3.3073792457580566,-3.012267589569092,0.014309661462903023,0.010798392817378044,-0.002085757441818714,0.0,"[0.18277916312217712, 0.17683514952659607, 0.15008176863193512, 0.17599992454051971, 0.17297585308551788, 0.14132817089557648]","{""0"": 9, ""1"": 14, ""2"": 6, ""3"": 11, ""4"": 15, ""5"": 9}"
600000,0.0,100000,"{""0"": 94158, ""1"": 107239, ""2"": 86540, ""3"": 101196, ""4"": 95995, ""5"": 114872}","{""0"": 8194, ""1"": 9481, ""2"": 6931, ""3"": 9055, ""4"": 7407, ""5"": 8932}",1.787555,1.785621,1.594666,min,,8000,0.0,3.1937379837036133,3.2182722091674805,0.05942077934741974,1.6259844303131104,0.036284442991018295,-3.316366195678711,-3.2689945697784424,0.007174979895353317,0.00684380903840065,0.0011363844387233257,0.0,"[0.15881294012069702, 0.18493565917015076, 0.15123960375785828, 0.18313609063625336, 0.1378127634525299, 0.18406298756599426]","{""0"": 3, ""1"": 9, ""2"": 9, ""3"": 17, ""4"": 4, ""5"": 22}"
650000,0.0,100000,"{""0"": 102741, ""1"": 116683, ""2"": 93577, ""3"": 110097, ""4"": 103185, ""5"": 123717}","{""0"": 8583, ""1"": 9444, ""2"": 7037, ""3"": 8901, ""4"": 7190, ""5"": 8845}",1.78761,1.785805,1.594666,min,,8000,0.0,3.1360526084899902,3.1952476501464844,0.06291374564170837,1.5855391025543213,0.038917940109968185,-3.246299982070923,-3.2166337966918945,0.006284784059971571,0.006204869598150253,-0.00035525282146409154,0.0,"[0.1446686089038849, 0.1797005534172058, 0.1735486090183258, 0.16387908160686493, 0.14970549941062927, 0.18849767744541168]","{""0"": 2, ""1"": 10, ""2"": 13, ""3"": 8, ""4"": 5, ""5"": 26}"
700000,0.0,100000,"{""0"": 111228, ""1"": 126034, ""2"": 100612, ""3"": 118684, ""4"": 110580, ""5"": 132862}","{""0"": 8487, ""1"": 9351, ""2"": 7035, ""3"": 8587, ""4"": 7395, ""5"": 9145}",1.787604,1.786458,1.594666,min,,8000,0.0,3.3946664333343506,3.460421085357666,0.06658656895160675,1.589895486831665,0.039129018783569336,-3.2408909797668457,-3.477236747741699,0.007212478201836348,0.01022244431078434,-0.0001866689999587834,0.0,"[0.16704145073890686, 0.15651077032089233, 0.14301720261573792, 0.2016596496105194, 0.14711342751979828, 0.1846574991941452]","{""0"": 4, ""1"": 7, ""2"": 8, ""3"": 9, ""4"": 8, ""5"": 28}"
750000,0.0,100000,"{""0"": 119462, ""1"": 135743, ""2"": 107819, ""3"": 127424, ""4"": 117694, ""5"": 141858}","{""0"": 8234, ""1"": 9709, ""2"": 7207, ""3"": 8740, ""4"": 7114, ""5"": 8996}",1.78757,1.785409,1.594666,min,,8000,0.0,3.356227397918701,3.4400887489318848,0.08911114931106567,1.5487620830535889,0.04068871960043907,-3.2018043994903564,-3.448338270187378,0.018322627991437912,0.01792721077799797,-0.0018679704517126083,0.0,"[0.17025530338287354, 0.18138712644577026, 0.15231096744537354, 0.1755799651145935, 0.13323047757148743, 0.18723618984222412]","{""0"": 8, ""1"": 10, ""2"": 8, ""3"": 12, ""4"": 6, ""5"": 20}"
800000,0.0,100000,"{""0"": 127857, ""1"": 145206, ""2"": 114897, ""3"": 136527, ""4"": 124435, ""5"": 151078}","{""0"": 8395, ""1"": 9463, ""2"": 7078, ""3"": 9103, ""4"": 6741, ""5"": 9220}",1.787461,1.783436,1.594666,min,,8000,0.0,3.8580989837646484,3.90090274810791,0.07860434055328369,1.5903849601745605,0.040715064853429794,-3.2011570930480957,-3.947404146194458,0.008493898436427116,0.007647766266018152,-0.00017429213039577007,0.0,"[0.16346150636672974, 0.1965014934539795, 0.14711520075798035, 0.1540261059999466, 0.15221060812473297, 0.18668505549430847]","{""0"": 3, ""1"": 9, ""2"": 8, ""3"": 8, ""4"": 7, ""5"": 29}"
850000,0.0,100000,"{""0"": 136483, ""1"": 154282, ""2"": 122094, ""3"": 145470, ""4"": 131279, ""5"": 160392}","{""0"": 8626, ""1"": 9076, ""2"": 7197, ""3"": 8943, ""4"": 6844, ""5"": 9314}",1.78742,1.785007,1.594666,min,,8000,0.0,3.961409091949463,3.9962403774261475,0.06068509817123413,1.671309232711792,0.03782578557729721,-3.2747642993927,-4.037909030914307,0.007612462155520916,0.007893049158155918,0.0028990686405450106,0.0,"[0.1709309220314026, 0.17290709912776947, 0.14982590079307556, 0.18190157413482666, 0.1469285786151886, 0.17750592529773712]","{""0"": 5, ""1"": 4, ""2"": 7, ""3"": 23, ""4"": 7, ""5"": 18}"
900000,0.0,100000,"{""0"": 145243, ""1"": 163384, ""2"": 129331, ""3"": 154380, ""4"": 138065, ""5"": 169597}","{""0"": 8760, ""1"": 9102, ""2"": 7237, ""3"": 8910, ""4"": 6786, ""5"": 9205}",1.787393,1.785005,1.594666,min,,8000,0.0,3.94423246383667,4.022871017456055,0.0681806430220604,1.5555238723754883,0.03771654888987541,-3.277656316757202,-4.0290961265563965,0.005902651697397232,0.0066439127549529076,-0.0014762805076316,0.0,"[0.17017461359500885, 0.19149966537952423, 0.14370033144950867, 0.16496118903160095, 0.1524425894021988, 0.1772216260433197]","{""0"": 5, ""1"": 8, ""2"": 10, ""3"": 16, ""4"": 9, ""5"": 16}"
950000,0.0,100000,"{""0"": 153614, ""1"": 172509, ""2"": 136703, ""3"": 163123, ""4"": 145316, ""5"": 178735}","{""0"": 8371, ""1"": 9125, ""2"": 7372, ""3"": 8743, ""4"": 7251, ""5"": 9138}",1.787422,1.787452,1.594666,min,,8000,0.0,4.019187927246094,4.053606033325195,0.07761149853467941,1.5846118927001953,0.03854112699627876,-3.2560293674468994,-4.0983123779296875,0.01809140294790268,0.024305813014507294,-0.0003874473040923476,0.0,"[0.16733239591121674, 0.17795133590698242, 0.14540572464466095, 0.1959579885005951, 0.12608127295970917, 0.18727128207683563]","{""0"": 7, ""1"": 6, ""2"": 10, ""3"": 19, ""4"": 6, ""5"": 16}"
1000000,0.0,100000,"{""0"": 162073, ""1"": 181765, ""2"": 143676, ""3"": 171995, ""4"": 152546, ""5"": 187945}","{""0"": 8459, ""1"": 9256, ""2"": 6973, ""3"": 8872, ""4"": 7230, ""5"": 9210}",1.787363,1.78564,1.594666,min,,8000,0.0,3.9898505210876465,4.055285930633545,0.07734952867031097,1.5025453567504883,0.03626255318522453,-3.316969633102417,-4.077028274536133,0.006135987117886543,0.007472032681107521,-0.003340081311762333,0.0,"[0.15142592787742615, 0.16344934701919556, 0.0980808287858963, 0.2078704833984375, 0.16966278851032257, 0.2095106542110443]","{""0"": 4, ""1"": 4, ""2"": 1, ""3"": 19, ""4"": 8, ""5"": 28}"
