Timesteps,Epsilon,BufferSize,TotalActions,IntervalActions,TotalActionEntropy,IntervalActionEntropy,TargetEntropy,QBackupMode,QClipValue,TargetUpdateInterval,EntropyPenaltyCoef,MeanQ,MeanTargetQ,MeanQGap,ActorEntropy,Alpha,LogAlpha,ActorLoss,Q1Loss,Q2Loss,AlphaLoss,EntropyPenalty,PolicyMeanProbs,BatchGreedyActions
50000,0.0,50000,"{""0"": 12523, ""1"": 12459, ""2"": 12661, ""3"": 12357}","{""0"": 12523, ""1"": 12459, ""2"": 12661, ""3"": 12357}",1.386256,1.386256,1.233802,min,,8000,0.0,2.2728850841522217,2.304750919342041,0.049713391810655594,1.3859410285949707,0.16529402136802673,-1.8000295162200928,-2.5021612644195557,0.046688344329595566,0.044283732771873474,0.02515328675508499,0.0,"[0.24718599021434784, 0.25019481778144836, 0.26042282581329346, 0.24219635128974915]","{""2"": 64}"
100000,0.0,100000,"{""0"": 25094, ""1"": 25272, ""2"": 27140, ""3"": 22494}","{""0"": 12571, ""1"": 12813, ""2"": 14479, ""3"": 10137}",1.384087,1.378454,1.233802,min,,8000,0.0,2.133430004119873,2.171905040740967,0.03116929531097412,1.1814358234405518,0.016510797664523125,-4.103740692138672,-2.1698405742645264,0.008797194808721542,0.008889410644769669,-0.0008644431945867836,0.0,"[0.23961159586906433, 0.2504987120628357, 0.41292691230773926, 0.09696277976036072]","{""0"": 10, ""1"": 14, ""2"": 38, ""3"": 2}"
150000,0.0,100000,"{""0"": 37362, ""1"": 37996, ""2"": 41249, ""3"": 33393}","{""0"": 12268, ""1"": 12724, ""2"": 14109, ""3"": 10899}",1.383504,1.382079,1.233802,min,,8000,0.0,1.8742061853408813,1.9073597192764282,0.028338028118014336,1.2195682525634766,0.042526137083768845,-3.1576364040374756,-1.9468493461608887,0.004956615157425404,0.005305230151861906,-0.0006052470998838544,0.0,"[0.23305457830429077, 0.244111567735672, 0.24788548052310944, 0.274948388338089]","{""0"": 7, ""1"": 16, ""2"": 15, ""3"": 26}"
200000,0.0,100000,"{""0"": 49750, ""1"": 50689, ""2"": 53541, ""3"": 46020}","{""0"": 12388, ""1"": 12693, ""2"": 12292, ""3"": 12627}",1.384841,1.386207,1.233802,min,,8000,0.0,2.1334385871887207,2.2068066596984863,0.05881938338279724,1.2239058017730713,0.0719192773103714,-2.6322109699249268,-2.260981798171997,0.01075969822704792,0.014028971083462238,-0.0007117869099602103,0.0,"[0.26635903120040894, 0.2482578009366989, 0.2522355318069458, 0.23314766585826874]","{""0"": 21, ""1"": 16, ""2"": 15, ""3"": 12}"
250000,0.0,100000,"{""0"": 62082, ""1"": 63387, ""2"": 65504, ""3"": 59027}","{""0"": 12332, ""1"": 12698, ""2"": 11963, ""3"": 13007}",1.385586,1.385803,1.233802,min,,8000,0.0,2.626371383666992,2.6801035404205322,0.05651558190584183,1.256721019744873,0.07913818210363388,-2.536559820175171,-2.7641429901123047,0.006392782088369131,0.0047417315654456615,0.001813757000491023,0.0,"[0.2391921728849411, 0.24765093624591827, 0.24237869679927826, 0.27077817916870117]","{""0"": 8, ""1"": 10, ""2"": 19, ""3"": 27}"
300000,0.0,100000,"{""0"": 74728, ""1"": 76248, ""2"": 77020, ""3"": 72004}","{""0"": 12646, ""1"": 12861, ""2"": 11516, ""3"": 12977}",1.385966,1.385199,1.233802,min,,8000,0.0,2.6968140602111816,2.777327060699463,0.060299038887023926,1.254361867904663,0.07652471214532852,-2.570141553878784,-2.841309070587158,0.008265492506325245,0.007922585122287273,0.0015732321189716458,0.0,"[0.24209630489349365, 0.2427739053964615, 0.21706677973270416, 0.2980630397796631]","{""0"": 7, ""1"": 9, ""2"": 19, ""3"": 29}"
350000,0.0,100000,"{""0"": 87441, ""1"": 89101, ""2"": 88314, ""3"": 85144}","{""0"": 12713, ""1"": 12853, ""2"": 11294, ""3"": 13140}",1.38615,1.384634,1.233802,min,,8000,0.0,2.7321646213531494,2.786240339279175,0.07013896107673645,1.1601319313049316,0.0630708783864975,-2.763496160507202,-2.8586244583129883,0.01670210249722004,0.013487765565514565,-0.004646566696465015,0.0,"[0.24695751070976257, 0.2328367531299591, 0.22679869830608368, 0.29340705275535583]","{""0"": 18, ""1"": 5, ""2"": 15, ""3"": 26}"
400000,0.0,100000,"{""0"": 100227, ""1"": 101566, ""2"": 100054, ""3"": 98153}","{""0"": 12786, ""1"": 12465, ""2"": 11740, ""3"": 13009}",1.38622,1.385552,1.233802,min,,8000,0.0,3.022810935974121,3.0600156784057617,0.05161739140748978,1.285759449005127,0.0555545873939991,-2.8903892040252686,-3.1068859100341797,0.006676010321825743,0.008562019094824791,0.0028866915963590145,0.0,"[0.2555939555168152, 0.2638983130455017, 0.19931522011756897, 0.28119248151779175]","{""0"": 6, ""1"": 12, ""2"": 12, ""3"": 34}"
450000,0.0,100000,"{""0"": 112962, ""1"": 114266, ""2"": 111808, ""3"": 110964}","{""0"": 12735, ""1"": 12700, ""2"": 11754, ""3"": 12811}",1.386233,1.385688,1.233802,min,,8000,0.0,2.7841296195983887,2.8441948890686035,0.05838344246149063,1.2399566173553467,0.05164214223623276,-2.9634172916412354,-2.8739495277404785,0.00569948460906744,0.00440910505130887,0.00031785148894414306,0.0,"[0.2743343412876129, 0.26699382066726685, 0.20575234293937683, 0.2529195249080658]","{""0"": 19, ""1"": 9, ""2"": 19, ""3"": 17}"
500000,0.0,100000,"{""0"": 125575, ""1"": 127083, ""2"": 123477, ""3"": 123865}","{""0"": 12613, ""1"": 12817, ""2"": 11669, ""3"": 12901}",1.386228,1.385512,1.233802,min,,8000,0.0,2.4692459106445312,2.5063037872314453,0.06906714290380478,1.2269401550292969,0.0411020964384079,-3.1916961669921875,-2.5451717376708984,0.009442108683288097,0.009307710453867912,-0.0002820502268150449,0.0,"[0.25823962688446045, 0.24798786640167236, 0.22297705709934235, 0.27079546451568604]","{""0"": 13, ""1"": 12, ""2"": 14, ""3"": 25}"
