Timesteps,Epsilon,BufferSize,TotalActions,IntervalActions,TotalActionEntropy,IntervalActionEntropy,TargetEntropy,QBackupMode,QClipValue,TargetUpdateInterval,EntropyPenaltyCoef,MeanQ,MeanTargetQ,MeanQGap,ActorEntropy,Alpha,LogAlpha,ActorLoss,Q1Loss,Q2Loss,AlphaLoss,EntropyPenalty,PolicyMeanProbs,BatchGreedyActions
50000,0.0,50000,"{""0"": 12360, ""1"": 12506, ""2"": 12623, ""3"": 12511}","{""0"": 12360, ""1"": 12506, ""2"": 12623, ""3"": 12511}",1.386266,1.386266,1.233802,min,,8000,0.0,2.2303919792175293,2.245253562927246,0.12815183401107788,1.386205792427063,0.16526754200458527,-1.8001896142959595,-2.459421396255493,0.058801520615816116,0.04222838580608368,0.02519303560256958,0.0,"[0.24555537104606628, 0.24813491106033325, 0.25389158725738525, 0.2524181604385376]","{""2"": 64}"
100000,0.0,100000,"{""0"": 25246, ""1"": 25357, ""2"": 24939, ""3"": 24458}","{""0"": 12886, ""1"": 12851, ""2"": 12316, ""3"": 11947}",1.386197,1.385803,1.233802,min,,8000,0.0,1.7616379261016846,1.777554988861084,0.03422320634126663,1.2329437732696533,0.014027012512087822,-4.266770362854004,-1.7854342460632324,0.006454045884311199,0.00330263189971447,-1.2038588465657085e-05,0.0,"[0.21373428404331207, 0.2160741239786148, 0.3541254699230194, 0.2160661369562149]","{""0"": 7, ""2"": 32, ""3"": 25}"
150000,0.0,100000,"{""0"": 37848, ""1"": 37874, ""2"": 38025, ""3"": 36253}","{""0"": 12602, ""1"": 12517, ""2"": 13086, ""3"": 11795}",1.386107,1.38561,1.233802,min,,8000,0.0,1.9855165481567383,2.032435417175293,0.03887193650007248,1.2734403610229492,0.06214310973882675,-2.778315305709839,-2.0932083129882812,0.011283562518656254,0.010055329650640488,0.00246311048977077,0.0,"[0.2366228699684143, 0.23659482598304749, 0.29135894775390625, 0.23542334139347076]","{""0"": 6, ""1"": 9, ""2"": 25, ""3"": 24}"
200000,0.0,100000,"{""0"": 51031, ""1"": 51167, ""2"": 49840, ""3"": 47962}","{""0"": 13183, ""1"": 13293, ""2"": 11815, ""3"": 11709}",1.385962,1.384541,1.233802,min,,8000,0.0,2.202986478805542,2.2132675647735596,0.054867230355739594,1.2384618520736694,0.07151785492897034,-2.637808084487915,-2.3263721466064453,0.004891686141490936,0.007218049373477697,0.00033328658901154995,0.0,"[0.2433716058731079, 0.2365596443414688, 0.27266839146614075, 0.24740035831928253]","{""0"": 17, ""1"": 4, ""2"": 28, ""3"": 15}"
250000,0.0,100000,"{""0"": 64392, ""1"": 64481, ""2"": 61338, ""3"": 59789}","{""0"": 13361, ""1"": 13314, ""2"": 11498, ""3"": 11827}",1.385775,1.384001,1.233802,min,,8000,0.0,2.599423885345459,2.6335771083831787,0.04138597473502159,1.2392404079437256,0.06446826457977295,-2.741582155227661,-2.7134504318237305,0.006483961828052998,0.006056678481400013,0.00035061920061707497,0.0,"[0.25225260853767395, 0.2519986927509308, 0.25155317783355713, 0.24419555068016052]","{""0"": 8, ""1"": 15, ""2"": 24, ""3"": 17}"
300000,0.0,100000,"{""0"": 77736, ""1"": 77641, ""2"": 72566, ""3"": 72057}","{""0"": 13344, ""1"": 13160, ""2"": 11228, ""3"": 12268}",1.385649,1.38401,1.233802,min,,8000,0.0,2.712702751159668,2.757565498352051,0.04591052979230881,1.2164198160171509,0.05471012741327286,-2.9057064056396484,-2.820242166519165,0.00636234600096941,0.003906761296093464,-0.0009510546224191785,0.0,"[0.2773510813713074, 0.2796891927719116, 0.23850595951080322, 0.2044537365436554]","{""0"": 8, ""1"": 16, ""2"": 26, ""3"": 14}"
350000,0.0,100000,"{""0"": 91010, ""1"": 90696, ""2"": 83398, ""3"": 84896}","{""0"": 13274, ""1"": 13055, ""2"": 10832, ""3"": 12839}",1.38554,1.383159,1.233802,min,,8000,0.0,2.6156864166259766,2.635632038116455,0.044144824147224426,1.2626397609710693,0.05698530375957489,-2.864961862564087,-2.7122652530670166,0.007930215448141098,0.005029467400163412,0.0016434196149930358,0.0,"[0.26976266503334045, 0.258949875831604, 0.21747536957263947, 0.25381210446357727]","{""0"": 14, ""1"": 9, ""2"": 16, ""3"": 25}"
400000,0.0,100000,"{""0"": 104114, ""1"": 103657, ""2"": 94673, ""3"": 97556}","{""0"": 13104, ""1"": 12961, ""2"": 11275, ""3"": 12660}",1.385484,1.384577,1.233802,min,,8000,0.0,2.5875205993652344,2.6475043296813965,0.05390007048845291,1.2289164066314697,0.045312657952308655,-3.0941689014434814,-2.684995174407959,0.003113758284598589,0.003221095073968172,-0.00022135672043077648,0.0,"[0.2787492275238037, 0.249965637922287, 0.22014686465263367, 0.25113826990127563]","{""0"": 18, ""1"": 5, ""2"": 18, ""3"": 23}"
450000,0.0,100000,"{""0"": 117134, ""1"": 116308, ""2"": 106076, ""3"": 110482}","{""0"": 13020, ""1"": 12651, ""2"": 11403, ""3"": 12926}",1.385487,1.384927,1.233802,min,,8000,0.0,2.448298931121826,2.500948667526245,0.05013829469680786,1.2154357433319092,0.04574240744113922,-3.0847294330596924,-2.531374216079712,0.00276788673363626,0.004263521637767553,-0.0008399535436183214,0.0,"[0.25340431928634644, 0.22626833617687225, 0.18313363194465637, 0.33719372749328613]","{""0"": 18, ""1"": 2, ""2"": 13, ""3"": 31}"
500000,0.0,100000,"{""0"": 129966, ""1"": 128781, ""2"": 117749, ""3"": 123504}","{""0"": 12832, ""1"": 12473, ""2"": 11673, ""3"": 13022}",1.385539,1.385432,1.233802,min,,8000,0.0,2.381831407546997,2.3945541381835938,0.04775615036487579,1.2739049196243286,0.03995196148753166,-3.2200775146484375,-2.4443726539611816,0.0026543382555246353,0.004858012311160564,0.0016023755306378007,0.0,"[0.2647477090358734, 0.26438137888908386, 0.21175307035446167, 0.25911787152290344]","{""0"": 18, ""1"": 11, ""2"": 14, ""3"": 21}"
