Timesteps,Epsilon,BufferSize,TotalActions,IntervalActions,TotalActionEntropy,IntervalActionEntropy,TargetEntropy,QBackupMode,QClipValue,TargetUpdateInterval,EntropyPenaltyCoef,MeanQ,MeanTargetQ,MeanQGap,ActorEntropy,Alpha,LogAlpha,ActorLoss,Q1Loss,Q2Loss,AlphaLoss,EntropyPenalty,PolicyMeanProbs,BatchGreedyActions
550000,0.0,100000,"{""0"": 86073, ""1"": 82499, ""2"": 86373, ""3"": 106559, ""4"": 83638, ""5"": 104858}","{""0"": 7911, ""1"": 7845, ""2"": 7891, ""3"": 9423, ""4"": 7405, ""5"": 9525}",1.7859,1.786941,1.594666,min,,8000,0.0,1.2272276878356934,1.2495460510253906,0.03478279709815979,1.6537418365478516,0.016021359711885452,-4.1338324546813965,-1.2628676891326904,0.0016984781250357628,0.0023742467164993286,0.000946474727243185,0.0,"[0.17191797494888306, 0.18876557052135468, 0.13664793968200684, 0.18223348259925842, 0.12302116304636002, 0.19741390645503998]","{""0"": 9, ""1"": 9, ""2"": 5, ""3"": 13, ""4"": 2, ""5"": 26}"
600000,0.0,100000,"{""0"": 94375, ""1"": 90295, ""2"": 93948, ""3"": 115796, ""4"": 90892, ""5"": 114694}","{""0"": 8302, ""1"": 7796, ""2"": 7575, ""3"": 9237, ""4"": 7254, ""5"": 9836}",1.785959,1.785723,1.594666,min,,8000,0.0,1.2238831520080566,1.2512940168380737,0.032212160527706146,1.6558555364608765,0.015506266616284847,-4.166511058807373,-1.2617838382720947,0.0011962875723838806,0.0012027915799990296,0.0009488727664574981,0.0,"[0.1814681738615036, 0.17166151106357574, 0.13127106428146362, 0.173199862241745, 0.14044509828090668, 0.20195432007312775]","{""0"": 20, ""1"": 8, ""2"": 4, ""3"": 6, ""4"": 6, ""5"": 20}"
650000,0.0,100000,"{""0"": 102698, ""1"": 98346, ""2"": 101323, ""3"": 125344, ""4"": 98010, ""5"": 124279}","{""0"": 8323, ""1"": 8051, ""2"": 7375, ""3"": 9548, ""4"": 7118, ""5"": 9585}",1.785982,1.785168,1.594666,min,,8000,0.0,1.1427619457244873,1.1722707748413086,0.038081198930740356,1.6442863941192627,0.012863337993621826,-4.353374004364014,-1.1714149713516235,0.0024716518819332123,0.001713321078568697,0.0006382683059200644,0.0,"[0.16864797472953796, 0.17031314969062805, 0.13215148448944092, 0.1758272349834442, 0.17238718271255493, 0.1806730031967163]","{""0"": 12, ""1"": 8, ""2"": 5, ""3"": 19, ""4"": 7, ""5"": 13}"
700000,0.0,100000,"{""0"": 110970, ""1"": 106479, ""2"": 108816, ""3"": 134845, ""4"": 105135, ""5"": 133755}","{""0"": 8272, ""1"": 8133, ""2"": 7493, ""3"": 9501, ""4"": 7125, ""5"": 9476}",1.786042,1.785921,1.594666,min,,8000,0.0,1.3073415756225586,1.331894874572754,0.031840935349464417,1.6148136854171753,0.013355119153857231,-4.315855503082275,-1.3425382375717163,0.0031634075567126274,0.002895072102546692,0.0002690826077014208,0.0,"[0.1552930623292923, 0.19841133058071136, 0.1392345130443573, 0.21196669340133667, 0.1196194589138031, 0.17547497153282166]","{""0"": 8, ""1"": 22, ""2"": 4, ""3"": 16, ""4"": 3, ""5"": 11}"
750000,0.0,100000,"{""0"": 119276, ""1"": 115043, ""2"": 116231, ""3"": 144388, ""4"": 111860, ""5"": 143202}","{""0"": 8306, ""1"": 8564, ""2"": 7415, ""3"": 9543, ""4"": 6725, ""5"": 9447}",1.786068,1.784216,1.594666,min,,8000,0.0,1.2031995058059692,1.2175672054290771,0.027653709053993225,1.5999958515167236,0.013235288672149181,-4.324868679046631,-1.235073208808899,0.008377025835216045,0.008185544051229954,7.054893649183214e-05,0.0,"[0.14985813200473785, 0.16619020700454712, 0.13018371164798737, 0.20994894206523895, 0.123452328145504, 0.2203667312860489]","{""0"": 7, ""1"": 6, ""2"": 3, ""3"": 20, ""4"": 4, ""5"": 24}"
800000,0.0,100000,"{""0"": 127492, ""1"": 123516, ""2"": 123286, ""3"": 154209, ""4"": 118753, ""5"": 152744}","{""0"": 8216, ""1"": 8473, ""2"": 7055, ""3"": 9821, ""4"": 6893, ""5"": 9542}",1.785983,1.782819,1.594666,min,,8000,0.0,1.279693841934204,1.313983678817749,0.024410730227828026,1.5908269882202148,0.012780001387000084,-4.3598737716674805,-1.3241246938705444,0.0008841212256811559,0.0005844350671395659,-4.9062626203522086e-05,0.0,"[0.1773485541343689, 0.16838321089744568, 0.13371901214122772, 0.21511200070381165, 0.13697995245456696, 0.1684572398662567]","{""0"": 7, ""1"": 7, ""2"": 7, ""3"": 19, ""4"": 5, ""5"": 19}"
850000,0.0,100000,"{""0"": 135522, ""1"": 131920, ""2"": 130302, ""3"": 164135, ""4"": 125661, ""5"": 162460}","{""0"": 8030, ""1"": 8404, ""2"": 7016, ""3"": 9926, ""4"": 6908, ""5"": 9716}",1.785832,1.781806,1.594666,min,,8000,0.0,1.4369796514511108,1.476021647453308,0.033876508474349976,1.6328401565551758,0.01429098378866911,-4.24812650680542,-1.4789608716964722,0.0024164621718227863,0.0021493767853826284,0.0005454992642626166,0.0,"[0.1611514687538147, 0.1825859248638153, 0.12338772416114807, 0.20154570043087006, 0.11043109744787216, 0.22089806199073792]","{""0"": 4, ""1"": 6, ""2"": 5, ""3"": 30, ""4"": 3, ""5"": 16}"
900000,0.0,100000,"{""0"": 143558, ""1"": 140079, ""2"": 137151, ""3"": 174564, ""4"": 132296, ""5"": 172352}","{""0"": 8036, ""1"": 8159, ""2"": 6849, ""3"": 10429, ""4"": 6635, ""5"": 9892}",1.785505,1.777449,1.594666,min,,8000,0.0,1.4647163152694702,1.4861233234405518,0.027073567733168602,1.5341289043426514,0.012771843932569027,-4.3605122566223145,-1.514941930770874,0.018726572394371033,0.0185357928276062,-0.0007730908691883087,0.0,"[0.14298103749752045, 0.15230992436408997, 0.1442296802997589, 0.25280970335006714, 0.1203499361872673, 0.18731971085071564]","{""0"": 4, ""1"": 11, ""2"": 6, ""3"": 25, ""5"": 18}"
950000,0.0,100000,"{""0"": 151852, ""1"": 148340, ""2"": 144108, ""3"": 185061, ""4"": 138705, ""5"": 181934}","{""0"": 8294, ""1"": 8261, ""2"": 6957, ""3"": 10497, ""4"": 6409, ""5"": 9582}",1.785231,1.77754,1.594666,min,,8000,0.0,1.4278024435043335,1.4610111713409424,0.026400510221719742,1.5658915042877197,0.011347462423145771,-4.478761196136475,-1.466102123260498,0.00104016182012856,0.001083346433006227,-0.0003265287377871573,0.0,"[0.1597837656736374, 0.16063982248306274, 0.09822723269462585, 0.2507309317588806, 0.10326268523931503, 0.22735555469989777]","{""0"": 1, ""1"": 4, ""2"": 2, ""3"": 30, ""4"": 4, ""5"": 23}"
1000000,0.0,100000,"{""0"": 160044, ""1"": 156483, ""2"": 150718, ""3"": 195738, ""4"": 144995, ""5"": 192022}","{""0"": 8192, ""1"": 8143, ""2"": 6610, ""3"": 10677, ""4"": 6290, ""5"": 10088}",1.784808,1.772867,1.594666,min,,8000,0.0,1.4030330181121826,1.4285130500793457,0.0220666341483593,1.6100389957427979,0.010842548683285713,-4.524277210235596,-1.4324133396148682,0.0005812303861603141,0.0006921449094079435,0.00016668478201609105,0.0,"[0.14914792776107788, 0.18341387808322906, 0.1189117282629013, 0.2008047252893448, 0.13239285349845886, 0.21532891690731049]","{""0"": 4, ""1"": 13, ""2"": 3, ""3"": 15, ""4"": 4, ""5"": 25}"
